ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
NIST-SP-800-90C,SP 800-90C: Recommendation for Random Bit Generator (RBG) Constructions,Certification Schemes,Standard,governance,2,all,"Adhere to 'must' requirements for system administrators regarding RBG deployment, verified via documentation review by CMVP.",The term “must” is used for requirements that may not be testable by the CAVP or CMVP. An example of such a requirement is one that demands certain actions and/or considerations from a system administrator. A CMVP review of the cryptographic module’s documentation can verify whether these requirements have been met.,Section 1,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90C.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,Certification Schemes,Compliance Framework,governance,2,all,Establish policy to exclude products prohibited by statute or executive order from NIAP evaluation and certification for NSS use.,"products evaluated under the NIAP for use on or protection of NSS... may only include products that are not otherwise prohibited from use on an NSS by statute, executive order, or other directives",POLICY,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,Certification Schemes,Compliance Framework,governance,2,all,Define authority for NIAP to refuse evaluation and certification of products subject to acquisition prohibitions for NSS.,NIAP reserves the right to refuse evaluation and certification of the product,POLICY,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-POLICY,NIAP CCEVS Policy Letter 26,Certification Schemes,Compliance Framework,lifecycle,2,all,Mandate vendor consultation with NIAP prior to contracting for evaluation if product may be affected by supply chain prohibitions.,Vendors concerned that they may be affected by this limitation are encouraged to contact NIAP prior to contracting with a CCTL for evaluation,POLICY,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/policy-ltr-26.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,certificates,Maintain a Product Compliant List (PCL) to track validated products and their current certification status within the scheme.,5.3.3 Maintaining a Product Compliant List (PCL) ... NIAP maintains a Product Compliant List (PCL) of products that have been evaluated and certified.,Section 5.3.3,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,certificates,Monitor the use of certificates to ensure they are not misused or applied to non-compliant configurations.,5.3.4 Certificate Use Monitoring ... NIAP monitors the use of certificates to ensure that they are used in accordance with the Scheme rules.,Section 5.3.4,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,certificates,Establish procedures for the withdrawal of certificates when products no longer meet scheme requirements or compliance is violated.,5.3.5 Certificate Withdrawal ... NIAP may withdraw a certificate if the product no longer meets the requirements of the Scheme.,Section 5.3.5,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,assurance,3,certificates,Conduct internal audits and management reviews to verify the quality and integrity of the validation process and records.,3.3 Internal Audits ... 3.3.1 Management Reviews ... The Quality Manager shall ensure that internal audits are conducted... Management reviews shall be conducted.,Section 3.3,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,observability,3,certificates,"Maintain detailed records of certificate issuance, maintenance, and withdrawal to support audit trails and status verification.","5.3.6 Certificate Management Records ... NIAP shall maintain records of all certificate management activities, including issuance, maintenance, and withdrawal.",Section 5.3.6,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,lifecycle,3,certificates,"Manage the lifecycle of certificates through defined processes for issuance, recognition of partner certificates, and maintenance.",5.3 Certificate Management ... 5.3.1 Issuing a CC Certificate ... 5.3.2 Recognition of CC Certificates Issued by CCRA Partners ... 5.3.3 Maintaining a Product Compliant List (PCL),Section 5.3,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,governance,3,all,"Define and enforce roles and responsibilities for NIAP personnel, including the Quality Manager, to ensure scheme integrity.",4 NIAP Personnel and Qualifications ... 4.2.4 Quality Manager ... The Quality Manager is responsible for the implementation and maintenance of the Quality System.,Section 4.2.4,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIAP-CCEVS-MANUAL,NIAP CCEVS Quality Manual (Scheme Publication #2),Certification Schemes,Compliance Framework,assurance,3,all,"Administer Common Criteria Testing Laboratories (CCTLs) through accreditation, proficiency testing, and audit records.","6 Common Criteria Testing Laboratory Administration ... 6.3 CCTL Administration Records ... NIAP maintains records of CCTL approvals, audits, and proficiency tests.",Section 6,https://www.niap-ccevs.org/Documents_and_Guidance/ccevs/scheme-pub-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,governance,2,all,"Establish documented Security Targets (STs) that define the security objectives and requirements for the TOE, serving as the formal basis for evaluation and conformance claims.",12 Security Targets (STs) ... 12.1 General ... 12.2 Conformance claims and statements ... 12.3 Assurance requirements,Section 12,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,assurance,3,all,Conduct independent security evaluations of the TOE against a Security Target to establish confidence that security functionality and assurance measures meet specified requirements.,The evaluation process establishes a level of confidence that the security functionality of these IT products and the assurance measures applied to these IT products meet these requirements.,Introduction,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,assurance,3,all,"Ensure evaluations adhere to strict conformance claims, prohibiting the evaluation scope from exceeding the defined conformance boundaries of the Protection Profile or Security Target.",the exact conformance type has been introduced ... which prohibits evaluations from exceeding the scope of their conformance claims,Foreword,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,lifecycle,2,all,"Manage the composition of assurance for composite products by defining composition models (layered, network, embedded) and re-using evaluation results where applicable.",14 Composition of assurance ... 14.2 Composition models ... 14.4.1 Re-use of evaluation results,Section 14,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
COMMON-CRITERIA,"Common Criteria for Information Technology Security Evaluation, CC:2022 Release 1, Part 1",Certification Schemes,Standard,observability,2,all,"Document and verify evaluation results for PP, PP-Configuration, and ST/TOE evaluations to provide evidence of compliance and security posture.",13.7 Evaluation results ... 13.7.1 Results of a PP evaluation ... 13.7.3 Results of a ST/TOE evaluation,Section 13.7,https://www.commoncriteriaportal.org/files/ccfiles/CC2022PART1R1.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EUCC v2.0 ACM,EU Cybersecurity Certification Agreed Cryptographic Mechanisms v2.0,Certification Schemes,Compliance Framework,governance,2,all,Developers of protection profiles and ICT products must consider using the agreed cryptographic mechanisms defined in ACM v2 when deciding on cryptographic protection needs.,developers of protection profiles and developers of ICT products should consider using the agreed cryptographic mechanisms as defined in ECCG Agreed Cryptographic Mechanisms version 2,"Section 2, Page 5",https://certification.enisa.europa.eu/document/download/f4657490-9757-4a97-8deb-fd4d6a1358ee_en?filename=EUCC_guidelines_Agreed+Cryptographic+Mechanisms+v2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
EUCC v2.0 ACM,EU Cybersecurity Certification Agreed Cryptographic Mechanisms v2.0,Certification Schemes,Compliance Framework,assurance,3,all,Evaluators must verify that protection profiles and ICT products preferably rely on the agreed cryptographic mechanisms defined in ACM v2 to provide evaluated security services.,evaluators should verify that these protection profiles and ICT products preferably rely on agreed cryptographic mechanisms as defined in ACM v2 to provide the security services evaluated under this scheme.,"Section 2, Page 5",https://certification.enisa.europa.eu/document/download/f4657490-9757-4a97-8deb-fd4d6a1358ee_en?filename=EUCC_guidelines_Agreed+Cryptographic+Mechanisms+v2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
ANSSI-PG-083-v3-2026,Règles et Recommandations Concernant le Choix et le Dimensionnement des Mécanismes Cryptographiques (v3.00),Certification Schemes,Compliance Framework,governance,2,all,Submit the relevance of ANSSI cryptographic implementation choices to prior validation by the system administrator or security officers.,"la pertinence de l’implémentation des éléments proposés par l’ANSSI doit être soumise, au préalable, à la validation de l’administrateur du système et/ou des personnes en charge de la sécurité des systèmes d’information.",Informations / Attention,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-mecanismes-crypto-3.00.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
ANSSI-PG-083-v3-2026,Règles et Recommandations Concernant le Choix et le Dimensionnement des Mécanismes Cryptographiques (v3.00),Certification Schemes,Compliance Framework,governance,2,all,Adhere to defined rules as necessary conditions for recognizing the correct security level of cryptographic mechanisms.,L’observation de ces règles est une condition nécessaire à la reconnaissance du bon niveau de sécurité du mécanisme. Un mécanisme respectant ces règles est dit conforme au référentiel.,1.4 Définition des règles et recommandations,https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-mecanismes-crypto-3.00.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
